FID,C_EDPP,NUMIND,DHMOS,COMMUNE,DD,DESCRIPT,WATERNAME,PRELEV,REGION,NOMOS,PROVINCE,codeau,longitude,latitude,the_geom
2c8a3e04-2024-4b22-96d5-5168a05d1245.258,85020102,GR4130020285020102,ΧΙΟΣ-ΑΓΙΟΥ ΜΗΝΑ,AGIOU MINA,ΧΙΟΣ-ΝΕΟΧΩΡΙΟΥ,ΔΕΞΙΟ ΑΚΡΟ,ΑΓ.ΦΩΤΕΙΝΗ,AGIA FOTEINI,VOREIO AIGAIO,ΧΙΟΥ,Chios,1,26.12083244,38.28472137,POINT (685342.6012908745 4239245.970976185)
2c8a3e04-2024-4b22-96d5-5168a05d1245.259,82150201,GR4220150782150201,ΠΑΡΟΣ-ΠΑΡΟΥ,PAROU,ΠΑΡΟΣ-ΝΑΟΥΣΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΟΣ-ΚΟΛΥΜΠΗΘΡΕΣ,KOLYMPITHRES,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.21388817,37.13000107,POINT (607676.0304822818 4109694.9777922775)
2c8a3e04-2024-4b22-96d5-5168a05d1245.260,82150501,GR4220150682150501,ΠΑΡΟΣ-ΠΑΡΟΥ,PAROU,ΠΑΡΟΣ-ΜΑΡΠΗΣΣΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΟΣ-ΛΟΓΑΡΑΣ,LOGARAS,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.25555611,37.03472137,POINT (611517.00800853 4099172.7391583645)
2c8a3e04-2024-4b22-96d5-5168a05d1245.261,82150701,GR4220150682150701,ΠΑΡΟΣ-ΠΑΡΟΥ,PAROU,ΠΑΡΟΣ-ΜΑΡΠΗΣΣΗΣ,"ΧΡΥΣΗ ΑΚΤΗ ,ΚΕΝΤΡΟ ΑΚΤΗΣ",ΠΑΡΟΣ-ΜΑΡΠΗΣΣΑ,MARPISSA - CHRYSI AKTI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.26000023,37.03749847,POINT (611908.183166843 4099486.1621606057)
2c8a3e04-2024-4b22-96d5-5168a05d1245.262,82151601,GR4220150682151601,ΠΑΡΟΣ-ΠΑΡΟΥ,PAROU,ΠΑΡΟΣ-ΜΑΡΠΗΣΣΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΟΣ-ΤΣΕΡΔΑΚΙΑ,TSERDAKIA,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.25499916,37.04861069,POINT (611447.2227634245 4100712.958249869)
2c8a3e04-2024-4b22-96d5-5168a05d1245.263,82160101,GR4220160182160101,ΣΥΡΟΣ-ΠΟΣΕΙΔΩΝΙΑΣ,POSEIDONIAS,ΣΥΡΟΣ-ΠΟΣΕΙΔΩΝΙΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΣΥΡΟΣ-ΑΓΚΑΘΩΠΕΣ,AGKATHOPES,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.87722206,37.38666534,POINT (577506.3510301507 4137840.7169938637)
2c8a3e04-2024-4b22-96d5-5168a05d1245.264,82160601,GR4220160382160601,ΣΥΡΟΣ-ΠΟΣΕΙΔΩΝΙΑΣ,POSEIDONIAS,ΣΥΡΟΣ-ΦΟΙΝΙΚΑ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΣΥΡΟΣ-ΨΑΧΝΟ,PSACHNO,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.89999962,37.44666672,POINT (579459.2776454956 4144516.418321458)
2c8a3e04-2024-4b22-96d5-5168a05d1245.265,82180101,GR4220180182180101,ΣΙΦΝΟΣ-ΣΙΦΝΟΥ,SIFNOU,ΣΙΦΝΟΣ-ΑΠΟΛΛΩΝΙΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΣΙΦΝΟΣ-ΚΑΜΑΡΕΣ,KAMARES,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.68666649,36.99000168,POINT (560956.0343778344 4093694.9145621946)
2c8a3e04-2024-4b22-96d5-5168a05d1245.266,82180202,GR4220180182180202,ΣΙΦΝΟΣ-ΣΙΦΝΟΥ,SIFNOU,ΣΙΦΝΟΣ-ΑΠΟΛΛΩΝΙΑΣ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΣΙΦΝΟΣ-ΠΛΑΤΥΣ ΓΙΑΛΟΣ,PLATYS GIALOS,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.73333359,36.94666672,POINT (565145.8423289744 4088918.7019592864)
2c8a3e04-2024-4b22-96d5-5168a05d1245.267,82200101,GR4220200182200101,ΑΝΔΡΟΣ-ΥΔΡΟΥΣΑΣ,YDROUSA,ΑΝΔΡΟΣ-ΓΑΥΡΙΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΝΔΡΟΣ-ΑΓ.ΠΕΤΡΟΣ,AGIOS PETROS,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.74027824,37.88333511,POINT (564948.4720909746 4192840.9569185707)
2c8a3e04-2024-4b22-96d5-5168a05d1245.268,82200201,GR4220200982200201,ΑΝΔΡΟΣ-ΥΔΡΟΥΣΑΣ,YDROUSA,ΑΝΔΡΟΣ-ΜΠΑΤΣΙΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΧΡΥΣΗ 'ΑΚΤΗ',ΑΝΔΡΟΣ-ΜΠΑΤΣΙ,BATSI - HOTEL 'CHRYSI AKTI',NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.95277786,37.7705574,POINT (583763.1388727108 4180497.5298393965)
2c8a3e04-2024-4b22-96d5-5168a05d1245.269,82200401,GR4220200182200401,ΑΝΔΡΟΣ-ΥΔΡΟΥΣΑΣ,YDROUSA,ΑΝΔΡΟΣ-ΓΑΥΡΙΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΝΔΡΟΣ-ΧΡΥΣΗ ΑΜΜΟΣ,CHRYSI AMMOS,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.73333359,37.88972092,POINT (564332.1676849545 4193545.0112808193)
2c8a3e04-2024-4b22-96d5-5168a05d1245.270,83011001,GR4110010183011001,ΛΕΣΒΟΣ-ΜΥΤΙΛΗΝΗΣ,MYTILINIS,ΛΕΣΒΟΣ-ΜΥΤΙΛΗΝΗΣ,40 μ.ΑΠΟ ΑΡΙΣΤΕΡΗ ΠΡΟΒΛΗΤΑ,ΤΣΑΜΑΚΙΑ,TSAMAKIA,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.55944443,39.10916519,POINT (721152.7113436538 4331722.775443674)
2c8a3e04-2024-4b22-96d5-5168a05d1245.271,83011002,GR4110010183011002,ΛΕΣΒΟΣ-ΜΥΤΙΛΗΝΗΣ,MYTILINIS,ΛΕΣΒΟΣ-ΜΥΤΙΛΗΝΗΣ,40 μ.ΑΠΟ ΔΕΞΙΑ ΠΡΟΒΛΗΤΑ,ΤΣΑΜΑΚΙΑ,TSAMAKIA,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.55944443,39.10916519,POINT (721152.7113436538 4331722.775443674)
2c8a3e04-2024-4b22-96d5-5168a05d1245.272,83050101,GR4110050383050101,ΛΕΣΒΟΣ-ΓΕΡΑΣ,GERAS,ΛΕΣΒΟΣ-ΠΑΛΑΙΟΚΗΠΟΥ,150Μ ΝΟΤΙΑ ΧΕΙΜΑΡΡΟΥ ΜΟΝΕΡΙΟΥ,ΕΥΡΕΙΑΚΗ,EVREIAKI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.46888924,39.07361221,POINT (713429.1494292637 4327559.35987974)
2c8a3e04-2024-4b22-96d5-5168a05d1245.273,83050201,GR4110050683050201,ΛΕΣΒΟΣ-ΓΕΡΑΣ,GERAS,ΛΕΣΒΟΣ-ΣΚΟΠΕΛΟΥ,ΚΑΦΕΝΕΙΟ ΧΑΤΖΗΜΑΝΩΛΗ,ΤΑΡΤΙ,TARTI - KAFENEIOU CHANTZIMANOLI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.48333359,38.97777939,POINT (714969.2949637305 4316956.531200843)
2c8a3e04-2024-4b22-96d5-5168a05d1245.274,83050202,GR4110050683050202,ΛΕΣΒΟΣ-ΓΕΡΑΣ,GERAS,ΛΕΣΒΟΣ-ΣΚΟΠΕΛΟΥ,ΑΓ.ΣΑΡΑΝΤΑ,ΤΑΡΤΙ,TARTI - AGIOI SARANTA,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.48333359,38.97777939,POINT (714969.2949637305 4316956.531200843)
2c8a3e04-2024-4b22-96d5-5168a05d1245.275,83060102,GR4110060183060102,ΛΕΣΒΟΣ-ΕΡΕΣΟΥ-ΑΝΤΙΣΣ,ERESOU,ΛΕΣΒΟΣ-ΕΡΕΣΟΥ,ΣΠΙΤΙ ΟΜΗΡΟΥ,ΣΚΑΛΑ ΕΡΕΣΟΥ,SCALA ERESOU - OIKIAS OMIROU,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,25.92333412,39.13666534,POINT (666081.7512316415 4333416.906463732)
2c8a3e04-2024-4b22-96d5-5168a05d1245.276,83060103,GR4110060183060103,ΛΕΣΒΟΣ-ΕΡΕΣΟΥ-ΑΝΤΙΣΣ,ERESOU,ΛΕΣΒΟΣ-ΕΡΕΣΟΥ,ΜΑΡΙΑΝΝΑ BAR,ΣΚΑΛΑ ΕΡΕΣΟΥ,SCALA ERESOU - BAR 'MARIANNA',VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,25.92333412,39.13666534,POINT (666081.7512316415 4333416.906463732)
2c8a3e04-2024-4b22-96d5-5168a05d1245.277,83080101,GR4110080183080101,ΛΕΣΒΟΣ-ΚAΛΛΟΝΗΣ,KALLONIS,ΛΕΣΒΟΣ-ΚΑΛΛΟΝΗΣ,ΞΕΝΟΔΟΧΕΙΟ ΒΟΓΙΑΤΖΗ(ΠΑΓΚΑΚΙ),ΣΚΑΛΑ ΚΑΛΛΟΝΗΣ,SCALA KALLONIS - HOTEL VOGIATZI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.21333313,39.20166779,POINT (690972.3833047085 4341202.739963699)
2c8a3e04-2024-4b22-96d5-5168a05d1245.278,83110101,GR4110110183110101,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,MITHYMNAS,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,ΜΠΟΣΤΑ ΣΤΑ ΝΤΟΥΣ,ΕΦΤΑΛΟΥ/ΑΓ.ΑΝΑΡΓΥΡΟΙ,EFTALOU - AGIOI ANARGYROI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.2033329,39.37666702,POINT (689635.5879509742 4360605.589536825)
2c8a3e04-2024-4b22-96d5-5168a05d1245.279,83110102,GR4110110183110102,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,MITHYMNAS,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,ΕΦΤΑΛΟΥ/ΑΓ.ΑΝΑΡΓΥΡΟΙ,EFTALOU - AGIOI ANARGYROI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.21666718,39.38333511,POINT (690766.0614006775 4361373.605167456)
2c8a3e04-2024-4b22-96d5-5168a05d1245.280,83110201,GR4110110183110201,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,MITHYMNAS,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,ΜΠΡΟΣΤΑ ΣΤΟ ΝΤΟΥΣ,ΜΟΛΥΒΟΣ,MOLYVOS,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.17333412,39.36333466,POINT (687086.9032789492 4359062.941047548)
2c8a3e04-2024-4b22-96d5-5168a05d1245.281,83110202,GR4110110183110202,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,MITHYMNAS,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,ΞΕΝΟΔΟΧΕΙΟ ΑΡΙΩΝ,ΜΟΛΥΒΟΣ,MOLYVOS - HOTEL 'ARION',VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.17333412,39.36333466,POINT (687086.9032789492 4359062.941047548)
2c8a3e04-2024-4b22-96d5-5168a05d1245.282,83110203,GR4110110183110203,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,MITHYMNAS,ΛΕΣΒΟΣ-ΜΗΘΥΜΝΑΣ,ΘΕΣΗ ΨΗΡΙΑΡΑ,ΜΟΛΥΒΟΣ,MOLYVOS - PSIRIARA,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.17333412,39.36333466,POINT (687086.9032789492 4359062.941047548)
2c8a3e04-2024-4b22-96d5-5168a05d1245.283,83150101,GR4110150383150101,ΛΕΣΒΟΣ-ΠΕΤΡΑΣ,PETRAS,ΛΕΣΒΟΣ-ΣΚΟΥΤΑΡΟΥ,ΜΠΡΟΣΤΑ ΣΤΟ ΚΑΤΑΣΤΗΜΑ ΑΓΓΕΛΗ,ΑΝΑΞΟΣ,ANAXOS,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.12000084,39.31000137,POINT (682630.6466644831 4353034.099235251)
2c8a3e04-2024-4b22-96d5-5168a05d1245.284,83150102,GR4110150383150102,ΛΕΣΒΟΣ-ΠΕΤΡΑΣ,PETRAS,ΛΕΣΒΟΣ-ΣΚΟΥΤΑΡΟΥ,ΜΠΡΟΣΤΑ ΣΤΙΣ ΚΑΜΠΙΝΕΣ,ΑΝΑΞΟΣ,ANAXOS,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.12000084,39.31000137,POINT (682630.6466644831 4353034.099235251)
2c8a3e04-2024-4b22-96d5-5168a05d1245.285,83150201,GR4110150183150201,ΛΕΣΒΟΣ-ΠΕΤΡΑΣ,PETRAS,ΛΕΣΒΟΣ-ΠΕΤΡΑΣ,ΣΠΙΤΙ ΣΑΠΟΥΝΤΖΗ ΙΠΠΟΚΡΑΤΗ,ΠΕΤΡΑ,PETRA - OIKIA SAPOUNTZI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.17000008,39.33000183,POINT (686888.6101873132 4355356.2667006375)
2c8a3e04-2024-4b22-96d5-5168a05d1245.286,83150202,GR4110150183150202,ΛΕΣΒΟΣ-ΠΕΤΡΑΣ,PETRAS,ΛΕΣΒΟΣ-ΠΕΤΡΑΣ,ΕΣΤΙΑΤΟΡΙΟ ΛΑΣΚΑΡΗ,ΠΕΤΡΑ,PETRA - ESTIATORIO LASKARI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.17000008,39.33000183,POINT (686888.6101873132 4355356.2667006375)
2c8a3e04-2024-4b22-96d5-5168a05d1245.287,83160101,GR4110160183160101,ΛΕΣΒΟΣ-ΠΛΩΜΑΡΙΟΥ,PLOMARIOU,ΛΕΣΒΟΣ-ΠΛΩΜΑΡΙΟΥ,ΕΚΚΛΗΣΙΑ,ΑΓ.ΙΣΙΔΩΡΟΣ,AGIOS ISIDOROS,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.38333321,38.97166824,POINT (706323.4697610987 4316046.6939331265)
2c8a3e04-2024-4b22-96d5-5168a05d1245.288,83160102,GR4110160183160102,ΛΕΣΒΟΣ-ΠΛΩΜΑΡΙΟΥ,PLOMARIOU,ΛΕΣΒΟΣ-ΠΛΩΜΑΡΙΟΥ,ΚΑΦΕΤΕΡΙΑ ΔΗΜΟΥ,ΑΓ.ΙΣΙΔΩΡΟΣ,AGIOS ISIDOROS,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.38333321,38.97166824,POINT (706323.4697610987 4316046.6939331265)
2c8a3e04-2024-4b22-96d5-5168a05d1245.289,83160103,GR4110160183160103,ΛΕΣΒΟΣ-ΠΛΩΜΑΡΙΟΥ,PLOMARIOU,ΛΕΣΒΟΣ-ΠΛΩΜΑΡΙΟΥ,ΟΙΚΙΑ ΒΑΡΒΑΓΙΑΝΝΗ,ΑΓ.ΙΣΙΔΩΡΟΣ,AGIOS ISIDOROS,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.38333321,38.97166824,POINT (706323.4697610987 4316046.6939331265)
2c8a3e04-2024-4b22-96d5-5168a05d1245.290,83170101,GR4110170383170101,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,POLICHNITOU,ΛΕΣΒΟΣ-ΒΡΙΣΑ,ΞΕΝΟΔΟΧΕΙΟ ΟΜΗΡΟΣ,ΒΑΤΕΡΑ,VATERA - HOTEL 'OMIROS',VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.20666695,39.02000046,POINT (690886.8052094391 4321025.328719533)
2c8a3e04-2024-4b22-96d5-5168a05d1245.291,83170102,GR4110170383170102,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,POLICHNITOU,ΛΕΣΒΟΣ-ΒΡΙΣΑ,ΚΑΜΠΙΝΕΣ ΖΟΥΡΟ,ΒΑΤΕΡΑ,VATERA - KAMPINES ZOURO,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.20666695,39.02000046,POINT (690886.8052094391 4321025.328719533)
2c8a3e04-2024-4b22-96d5-5168a05d1245.292,83170103,GR4110170383170103,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,POLICHNITOU,ΛΕΣΒΟΣ-ΒΡΙΣΑ,ΧΟΥΡΜΟΥΖΗ,ΒΑΤΕΡΑ,VATERA - XOURMOUZI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.20666695,39.02000046,POINT (690886.8052094391 4321025.328719533)
2c8a3e04-2024-4b22-96d5-5168a05d1245.293,83170104,GR4110170383170104,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,POLICHNITOU,ΛΕΣΒΟΣ-ΒΡΙΣΑ,ΞΕΝΟΔΟΧΕΙΟ ΕΙΡΗΝΗ,ΒΑΤΕΡΑ,VATERA - HOTEL 'EIRINI',VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.20666695,39.02000046,POINT (690886.8052094391 4321025.328719533)
2c8a3e04-2024-4b22-96d5-5168a05d1245.294,83170201,GR4110170183170201,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,POLICHNITOU,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,ΠΡΩΤΗ ΚΑΜΠΙΝΑ,ΝΥΦΙΔΑ,NYFIDA,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.13333321,39.09000015,POINT (684355.1449553767 4328643.080685921)
2c8a3e04-2024-4b22-96d5-5168a05d1245.295,83170202,GR4110170183170202,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,POLICHNITOU,ΛΕΣΒΟΣ-ΠΟΛΙΧΝΙΤΟΥ,ΚΑΦΕΝΕΙΟ ΚΟΥΚΟΥΛΑ - ΚΑΜΠΙΝΑ,ΝΥΦΙΔΑ,NYFIDA,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.13333321,39.09000015,POINT (684355.1449553767 4328643.080685921)
2c8a3e04-2024-4b22-96d5-5168a05d1245.296,14130401,GR2330130114130401,ΚΑΣΤΡΟΥ  ΚΥΛΛΗΝΗΣ,KASTROU KYLLINIS,ΚΥΛΛΗΝΗΣ,OLYMPIA RIVIERA OASIS-GRECOTEL,ΛΟΥΤΡΑ ΚΥΛΛΗΝΗΣ 1,LOYTRA KYLLINIS-OLYMPIA RIVIERA OASIS,DYTIKI ELLADA,ΗΛΕΙΑΣ,Ileia,1,21.10000038,37.84999847,POINT (244692.03708830074 4192848.3284779345)
2c8a3e04-2024-4b22-96d5-5168a05d1245.297,14130402,GR2330130114130402,ΚΑΣΤΡΟΥ  ΚΥΛΛΗΝΗΣ,KASTROU KYLLINIS,ΚΥΛΛΗΝΗΣ,OLYMPIA RIVIERA OASIS-GRECOTEL,ΛΟΥΤΡΑ ΚΥΛΛΗΝΗΣ 1,LOYTRA KYLLINIS-OLYMPIA RIVIERA OASIS,DYTIKI ELLADA,ΗΛΕΙΑΣ,Ileia,1,21.10000038,37.84999847,POINT (244692.03708830074 4192848.3284779345)
2c8a3e04-2024-4b22-96d5-5168a05d1245.298,14130501,GR2330130114130501,ΚΑΣΤΡΟΥ  ΚΥΛΛΗΝΗΣ,KASTROU KYLLINIS,ΚΥΛΛΗΝΗΣ,OLYMPIA RIVIERA THALASSO-GRECOTEL,ΛΟΥΤΡΑ ΚΥΛΛΗΝΗΣ 2,LOYTRA KYLLINIS-OLYMPIA RIVIERA THALASSO,DYTIKI ELLADA,ΗΛΕΙΑΣ,Ileia,1,21.14999962,37.93333435,POINT (249374.99739469064 4201961.422417998)
2c8a3e04-2024-4b22-96d5-5168a05d1245.299,15010302,GR2530010115010302,ΚΟΡΙΝΘΙΩΝ,KORINTHION,ΚΟΡΙΝΘΟΥ,ΚΑΦΕΤΕΡΙΑ ΚΟΥΡΣΑΡΟΣ,ΠΑΡΑΛΙΑ ΚΑΛΑΜΙΑ,PARALIA KALAMIA,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.92083359,37.94166565,POINT (405025.6077438671 4199604.023478114)
2c8a3e04-2024-4b22-96d5-5168a05d1245.300,15040101,GR2530040515040101,ΒΕΛΟΥ,VELOU,ΝΕΡΑΝΤΖHΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΝΕΡΑΝTΖΑ',ΝΕΡΑΝΤΖΑ,NERANTZA - HOTEL 'NERANTZA',PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.77777863,37.99166489,POINT (392527.94500159065 4205307.171768411)
2c8a3e04-2024-4b22-96d5-5168a05d1245.301,15040201,GR2530040315040201,ΒΕΛΟΥ,VELOU,ΚΟΚΚΩΝΙΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΑΝΤΖΕΛΑ',ΠΑΡΑΛΙΑ ΚΟΚΚΩΝΙΟΥ,PARALIA KOKKONIOU - HOTEL 'ANTZELA',PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.77777863,37.99166489,POINT (392527.94500159065 4205307.171768411)
2c8a3e04-2024-4b22-96d5-5168a05d1245.302,15050102,GR2530050315050102,ΒΟΧΑΣ,VOCHAS,ΒΡΑΧΑΤΙΟΥ,ΕΝΑΝΤΙ DISCO 'VALENTINO',ΒΡΑΧΑΤΙ,VRACHATI,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.80638885,38.96250153,POINT (396436.8576421276 4313005.20595926)
2c8a3e04-2024-4b22-96d5-5168a05d1245.303,15070201,GR2530070115070201,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,LOUTRAKIOU PERACHORAS,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,ΕΝΑΝΤΙ ΚΑΦΕ SAX,ΛΟΥΤΡΑΚΙ,LOUTRAKI - KAFE 'SAX',PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.97333336,37.9766655,POINT (409681.63604843407 4203435.36331926)
2c8a3e04-2024-4b22-96d5-5168a05d1245.304,15070202,GR2530070115070202,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,LOUTRAKIOU PERACHORAS,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ ΑΧΙΛΕΙΟΝ,ΛΟΥΤΡΑΚΙ,LOUTRAKI - HOTEL 'ACHILEION',PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.97416687,37.96861267,POINT (409745.0380044824 4202540.690547892)
2c8a3e04-2024-4b22-96d5-5168a05d1245.305,15070203,GR2530070115070203,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,LOUTRAKIOU PERACHORAS,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,ΕΝΑΝΤΙ ΧΕΙΜΑΡΟΥ,ΛΟΥΤΡΑΚΙ,LOUTRAKI - CHEIMAROS,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.95972252,37.98805618,POINT (408500.3152444174 4204712.319244692)
2c8a3e04-2024-4b22-96d5-5168a05d1245.306,15070401,GR2530070115070401,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,LOUTRAKIOU PERACHORAS,ΛΟΥΤΡΑΚΙΟΥ ΠΕΡΑΧΩΡΑΣ,ΣΥΓΚΡΟΤΗΜΑ POSEIDON CLUB,ΛΟΥΤΡΑΚΙ/ΜΠΟΥΤΣΙ,LOUTRAKI - HOTEL 'POSEIDON CLUB',PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.94833374,37.99166489,POINT (407504.71045816183 4205124.223436502)
2c8a3e04-2024-4b22-96d5-5168a05d1245.307,15090201,GR2530090115090201,ΞΥΛΟΚΑΣΤΡΟΥ,XYLOKASTROU,ΞΥΛΟΚΑΣΤΡΟΥ,"ΠΑΡΑΛΙΑ ΑΡΙΣΤΟΝΑΥΤΩΝ,ΔΥΤΙΚΑ ΜΑΡΙΝΑΣ ΞΥΛΟΚΑΣΤΡΟΥ",ΞΥΛΟΚΑΣΤΡΟ,XYLOKASTRO - ARISTONAFTON,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,23.30277824,38.08194351,POINT (438703.71533799026 4214848.539449511)
2c8a3e04-2024-4b22-96d5-5168a05d1245.308,15090202,GR2530090115090202,ΞΥΛΟΚΑΣΤΡΟΥ,XYLOKASTROU,ΞΥΛΟΚΑΣΤΡΟΥ,ΑΝΑΨΥΚΤΗΡΙΟ 'ΠΕΥΚΙΑΣ',ΞΥΛΟΚΑΣΤΡΟ,XYLOKASTRO - PEFKIAS,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.63500023,38.08000183,POINT (380134.05072716944 4215282.953634362)
2c8a3e04-2024-4b22-96d5-5168a05d1245.309,15110101,GR2530110115110101,ΣΙΚΥΩΝΙΩΝ,SIKYONION,ΣΙΚΥΩΝΟΣ,ΚΑΦΕ 'VIVOLI',ΚΙΑΤΟ,KIATO,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.74833298,38.01333237,POINT (389974.6381852524 4207745.576527111)
2c8a3e04-2024-4b22-96d5-5168a05d1245.310,16030101,GR2540030316030101,ΑΣΩΠΟΥ,ASOPOU,ΔΑΙΜΟΝΙΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΡΧΑΓΓΕΛΟΣ,ARCHANGELOS,PELOPONNISOS,ΛΑΚΩΝΙΑΣ,Lakonia,1,22.87638855,36.63611221,POINT (399399.2962223146 4054805.393803062)
